mmsi,lon,lat,speed,traj_label,time2
209783000.0,122.25133333333332,23.32677333333333,11.5,123,2019-12-12 19:20
209783000.0,122.26947,23.406901666666663,11.5,123,2019-12-12 19:46
209783000.0,122.27949333333332,23.45410666666667,11.4,123,2019-12-12 20:01
209783000.0,122.28817333333332,23.49517333333333,11.4,123,2019-12-12 20:14
209783000.0,122.324785,23.66794333333333,11.7,123,2019-12-12 21:10
209783000.0,122.33297166666668,23.70170833333333,11.8,123,2019-12-12 21:20
209783000.0,122.34377166666668,23.74210166666667,11.9,123,2019-12-12 21:32
209783000.0,122.35107833333332,23.77005833333333,11.9,123,2019-12-12 21:41
209783000.0,122.35821666666666,23.80048666666667,11.9,123,2019-12-12 21:51
209783000.0,122.36576166666669,23.8361,12.0,123,2019-12-12 22:01
209783000.0,122.38807333333334,23.938135,12.1,123,2019-12-12 22:32
209783000.0,122.39565333333331,23.97076833333333,12.2,123,2019-12-12 22:42
209783000.0,122.40356,24.00589666666667,12.2,123,2019-12-12 22:52
209783000.0,122.411155,24.04035333333333,12.2,123,2019-12-12 23:02
209783000.0,122.41865833333334,24.07462,12.3,123,2019-12-12 23:12
209783000.0,122.42433833333334,24.099466666666668,12.3,123,2019-12-12 23:20
209783000.0,122.43444833333334,24.14262166666667,12.1,123,2019-12-12 23:32
209783000.0,122.4407,24.169256666666666,12.2,123,2019-12-12 23:40
209783000.0,122.45017666666666,24.21082,12.1,123,2019-12-12 23:53
209783000.0,122.45709166666668,24.24163,12.0,123,2019-12-13 00:02
209783000.0,122.46525333333334,24.277691666666662,12.1,123,2019-12-13 00:14
209783000.0,122.47059,24.299861666666665,12.2,123,2019-12-13 00:20
209783000.0,122.478715,24.337595,12.4,123,2019-12-13 00:31
209783000.0,122.48662833333331,24.373836666666666,12.4,123,2019-12-13 00:42
209783000.0,122.49231833333332,24.40047333333333,12.3,123,2019-12-13 00:50
209783000.0,122.50239,24.44927166666667,12.3,123,2019-12-13 01:04
209783000.0,122.50603666666666,24.46617833333333,12.3,123,2019-12-13 01:10
209783000.0,122.51346666666667,24.50076,12.2,123,2019-12-13 01:20
209783000.0,122.52106,24.53456333333333,12.2,123,2019-12-13 01:30
209783000.0,122.527695,24.565521666666665,12.5,123,2019-12-13 01:40
209783000.0,122.56527166666666,24.737695,12.2,123,2019-12-13 02:31
209783000.0,122.583,24.813796666666665,12.8,123,2019-12-13 02:51
209783000.0,122.59493833333332,24.86640166666667,12.4,123,2019-12-13 03:06
209783000.0,122.60647,24.91858833333333,12.5,123,2019-12-13 03:22
210452000.0,117.07765,9.23565,11.4,183,2019-12-06 23:48
210452000.0,118.0282,10.344933333333334,10.5,183,2019-12-07 07:58
210452000.0,118.05215,10.391416666666666,10.8,183,2019-12-07 08:15
210452000.0,118.06255,10.411283333333332,10.7,183,2019-12-07 08:23
210452000.0,118.08263333333332,10.449166666666668,10.8,183,2019-12-07 08:37
210452000.0,118.10865,10.496266666666669,10.8,183,2019-12-07 08:55
210452000.0,118.11746666666669,10.5116,10.6,183,2019-12-07 09:01
210452000.0,118.13006666666666,10.535266666666669,10.3,183,2019-12-07 09:11
210452000.0,118.16988333333332,10.611666666666666,10.2,183,2019-12-07 09:41
210452000.0,118.18736,10.647066666666667,9.5,183,2019-12-07 09:56
210452000.0,118.20655,10.68535,10.1,183,2019-12-07 10:11
210452000.0,118.22606666666668,10.722466666666667,9.7,183,2019-12-07 10:26
210452000.0,118.24631666666669,10.76065,9.9,183,2019-12-07 10:42
210452000.0,118.26493333333332,10.797266666666667,9.8,183,2019-12-07 10:56
210452000.0,118.28433333333334,10.8338,9.8,183,2019-12-07 11:11
210452000.0,118.30423333333331,10.87075,9.4,183,2019-12-07 11:27
210452000.0,118.34256666666668,10.943583333333333,9.7,183,2019-12-07 11:57
210452000.0,118.36151666666666,10.979366666666667,9.5,183,2019-12-07 12:12
210452000.0,118.38056666666668,11.01485,9.6,183,2019-12-07 12:27
210452000.0,118.41813333333332,11.086816666666667,9.2,183,2019-12-07 12:57
210452000.0,118.43631666666668,11.122116666666669,9.3,183,2019-12-07 13:12
210452000.0,118.45501666666668,11.158133333333335,10.0,183,2019-12-07 13:27
210452000.0,118.491,11.231583333333331,9.9,183,2019-12-07 13:57
210452000.0,118.5092,11.269233333333334,10.1,183,2019-12-07 14:13
210452000.0,118.52705,11.304583333333332,8.8,183,2019-12-07 14:28
210452000.0,118.54383333333334,11.3374,9.6,183,2019-12-07 14:42
210452000.0,118.56326666666666,11.375916666666669,9.7,183,2019-12-07 14:58
210452000.0,118.58088333333332,11.410566666666664,9.3,183,2019-12-07 15:13
210452000.0,118.59888333333332,11.44715,9.8,183,2019-12-07 15:28
210452000.0,118.61055,11.470816666666664,9.8,183,2019-12-07 15:38
210452000.0,118.63595,11.52045,9.8,183,2019-12-07 15:58
210452000.0,118.65676666666668,11.5573,10.0,183,2019-12-07 16:13
210452000.0,118.67706666666666,11.592633333333335,9.6,183,2019-12-07 16:28
210452000.0,118.71685,11.664066666666669,9.7,183,2019-12-07 16:58
210452000.0,118.73166666666668,11.702816666666669,9.6,183,2019-12-07 17:14
210452000.0,118.74611666666668,11.741133333333336,9.8,183,2019-12-07 17:29
210452000.0,118.77993333333332,11.9434,9.6,183,2019-12-07 18:59
210452000.0,118.7954,11.971166666666669,9.2,183,2019-12-07 19:11
210452000.0,118.81445,12.0046,9.0,183,2019-12-07 19:27
210452000.0,118.83646666666668,12.049516666666667,8.7,183,2019-12-07 19:46
210452000.0,118.84811666666668,12.081433333333331,9.7,183,2019-12-07 19:59
210452000.0,118.86171666666668,12.118166666666667,9.5,183,2019-12-07 20:15
210452000.0,118.86868333333334,12.13665,9.6,183,2019-12-07 20:22
210452000.0,118.87583333333332,12.155083333333335,9.3,183,2019-12-07 20:30
210452000.0,118.90423333333334,12.2279,9.2,183,2019-12-07 21:00
210452000.0,118.91816,12.262906666666666,9.4,183,2019-12-07 21:14
210452000.0,118.92575,12.2824,9.1,183,2019-12-07 21:22
210452000.0,118.93293333333334,12.30085,9.4,183,2019-12-07 21:30
210452000.0,118.9551,12.3556,9.5,183,2019-12-07 21:53
210452000.0,118.96276666666668,12.373916666666664,9.4,183,2019-12-07 22:00
210452000.0,118.97753333333333,12.4108,9.3,183,2019-12-07 22:15
210452000.0,118.98408333333332,12.4285,9.1,183,2019-12-07 22:23
210452000.0,118.99036666666667,12.44685,8.8,183,2019-12-07 22:30
210452000.0,119.01611666666666,12.52065,9.3,183,2019-12-07 23:01
210452000.0,119.02693333333332,12.552366666666664,9.5,183,2019-12-07 23:13
210452000.0,119.04073333333334,12.590216666666668,9.7,183,2019-12-07 23:29
210452000.0,119.04331666666668,12.596833333333333,9.4,183,2019-12-07 23:31
